Date,Transaction ID,Customer ID,Gender,Age,Category,Quantity,Price per Unit,Total Amount,Age Group
2023-11-13,58,CUST058,M,18,Clothing,4,300,1200,<20
2023-07-05,59,CUST059,M,62,Clothing,1,50,50,60+
2023-10-23,60,CUST060,M,30,Beauty,3,50,150,21-30
2023-04-09,61,CUST061,M,21,Beauty,4,50,200,21-30
2023-12-27,62,CUST062,M,18,Beauty,2,50,100,<20
2023-02-05,63,CUST063,M,57,Electronics,2,25,50,51-60
2023-01-24,64,CUST064,M,49,Clothing,4,25,100,41-50
2023-12-05,65,CUST065,M,51,Electronics,4,500,2000,51-60
2023-04-27,66,CUST066,F,45,Electronics,1,30,30,41-50
2023-05-29,67,CUST067,F,48,Beauty,4,300,1200,41-50
2023-02-10,68,CUST068,M,25,Electronics,1,300,300,21-30
2023-04-30,69,CUST069,F,56,Beauty,3,25,75,51-60
2023-02-21,70,CUST070,F,43,Clothing,1,300,300,41-50
2023-07-14,71,CUST071,F,51,Beauty,4,25,100,51-60
2023-05-23,72,CUST072,F,20,Electronics,4,500,2000,<20
2023-08-21,73,CUST073,M,29,Electronics,3,30,90,21-30
2023-11-22,74,CUST074,F,18,Beauty,4,500,2000,<20
2023-07-06,75,CUST075,M,61,Beauty,4,50,200,60+
2023-03-25,76,CUST076,F,22,Electronics,2,50,100,21-30
2023-07-09,77,CUST077,F,47,Clothing,2,50,100,41-50
2023-07-01,78,CUST078,F,47,Clothing,3,500,1500,41-50
2023-04-18,79,CUST079,M,34,Beauty,1,300,300,31-40
2023-12-10,80,CUST080,F,64,Clothing,2,30,60,60+
2023-05-17,81,CUST081,M,40,Electronics,1,50,50,31-40
2023-12-26,82,CUST082,F,32,Beauty,4,50,200,31-40
2023-12-16,83,CUST083,M,54,Electronics,2,50,100,51-60
2023-11-28,84,CUST084,F,38,Electronics,3,30,90,31-40
2023-02-06,85,CUST085,M,31,Clothing,3,50,150,31-40
2023-11-08,86,CUST086,M,19,Beauty,3,30,90,<20
2023-11-22,87,CUST087,F,28,Beauty,2,50,100,21-30
2023-03-29,88,CUST088,M,56,Clothing,1,500,500,51-60
2023-10-01,89,CUST089,F,55,Electronics,4,500,2000,51-60
2023-05-06,90,CUST090,F,51,Electronics,1,30,30,51-60
2023-03-25,91,CUST091,F,55,Electronics,1,500,500,51-60
2023-08-25,92,CUST092,F,51,Electronics,4,30,120,51-60
2023-07-14,93,CUST093,F,35,Beauty,4,500,2000,31-40
2023-05-19,94,CUST094,F,47,Beauty,2,500,1000,41-50
2023-11-24,95,CUST095,F,32,Clothing,2,30,60,31-40
2023-12-19,96,CUST096,F,44,Clothing,2,300,600,41-50
2023-10-13,97,CUST097,F,51,Beauty,2,500,1000,51-60
2023-04-23,98,CUST098,F,55,Beauty,2,50,100,51-60
2023-12-17,99,CUST099,F,50,Electronics,4,300,1200,41-50
2023-06-16,100,CUST100,M,41,Electronics,1,30,30,41-50
2023-01-29,101,CUST101,M,32,Clothing,2,300,600,31-40
2023-04-28,102,CUST102,F,47,Beauty,2,25,50,41-50
2023-01-17,103,CUST103,F,59,Clothing,1,25,25,51-60
2023-06-11,104,CUST104,F,34,Beauty,2,500,1000,31-40
2023-07-25,105,CUST105,F,22,Electronics,1,500,500,21-30
2023-05-18,106,CUST106,F,46,Clothing,1,50,50,41-50
2023-02-03,107,CUST107,F,21,Clothing,4,300,1200,21-30
2023-04-19,108,CUST108,F,27,Beauty,3,25,75,21-30
2023-10-18,109,CUST109,F,34,Electronics,4,500,2000,31-40
2023-06-11,110,CUST110,M,27,Clothing,3,300,900,21-30
2023-04-19,111,CUST111,F,34,Electronics,3,500,1500,31-40
2023-12-02,112,CUST112,M,37,Clothing,3,500,1500,31-40
2023-09-13,113,CUST113,F,41,Electronics,2,25,50,41-50
2023-07-22,114,CUST114,F,22,Beauty,4,25,100,21-30
2023-11-26,115,CUST115,M,51,Clothing,3,500,1500,51-60
2023-08-23,116,CUST116,F,23,Clothing,1,30,30,21-30
2023-03-15,117,CUST117,M,19,Electronics,2,500,1000,<20
2023-05-16,118,CUST118,F,30,Electronics,4,500,2000,21-30
2023-03-13,119,CUST119,F,60,Clothing,3,50,150,51-60
2023-05-07,120,CUST120,M,60,Beauty,1,50,50,51-60
2023-10-15,121,CUST121,F,28,Electronics,4,50,200,21-30
2023-10-03,122,CUST122,M,64,Electronics,4,30,120,60+
2023-05-15,123,CUST123,F,40,Electronics,2,30,60,31-40
2023-10-27,124,CUST124,M,33,Clothing,4,500,2000,31-40
2023-08-08,125,CUST125,M,48,Clothing,2,50,100,41-50
2023-10-26,126,CUST126,F,28,Clothing,3,30,90,21-30
2023-07-24,127,CUST127,F,33,Clothing,2,25,50,31-40
2023-07-05,128,CUST128,M,25,Beauty,1,500,500,21-30
2023-04-23,129,CUST129,F,21,Beauty,2,300,600,21-30
2023-03-12,130,CUST130,F,57,Clothing,1,500,500,51-60
2023-09-18,131,CUST131,F,21,Beauty,2,300,600,21-30
2023-09-10,132,CUST132,M,42,Electronics,4,50,200,41-50
2023-02-16,133,CUST133,M,20,Electronics,3,300,900,<20
2023-01-25,134,CUST134,M,49,Electronics,1,50,50,41-50
2023-02-26,135,CUST135,M,20,Clothing,2,25,50,<20
2023-03-20,136,CUST136,M,44,Electronics,2,300,600,41-50
2023-11-18,137,CUST137,M,46,Beauty,2,500,1000,41-50
2023-03-23,138,CUST138,M,49,Clothing,4,50,200,41-50
2023-12-15,139,CUST139,M,36,Beauty,4,500,2000,31-40
2023-08-05,140,CUST140,M,38,Electronics,1,30,30,31-40
2023-11-02,141,CUST141,F,22,Electronics,1,50,50,21-30
2023-02-02,142,CUST142,M,35,Electronics,4,300,1200,31-40
2023-07-17,143,CUST143,F,45,Clothing,1,50,50,41-50
2023-07-15,144,CUST144,F,59,Beauty,3,500,1500,51-60
2023-11-02,145,CUST145,F,39,Clothing,3,25,75,31-40
2023-08-28,146,CUST146,M,38,Clothing,4,50,200,31-40
2023-09-28,147,CUST147,M,23,Electronics,1,300,300,21-30
2023-05-09,148,CUST148,M,18,Clothing,2,30,60,<20
2023-10-11,149,CUST149,M,22,Clothing,3,25,75,21-30
2023-01-06,150,CUST150,F,58,Electronics,4,30,120,51-60
2023-12-15,151,CUST151,M,29,Clothing,1,50,50,21-30
2023-02-28,152,CUST152,M,43,Electronics,4,500,2000,41-50
2023-12-16,153,CUST153,M,63,Electronics,2,500,1000,60+
2023-10-02,154,CUST154,M,51,Electronics,3,300,900,51-60
2023-05-17,155,CUST155,M,31,Electronics,4,500,2000,31-40
2023-11-25,156,CUST156,F,43,Clothing,4,25,100,41-50
2023-06-24,157,CUST157,M,62,Electronics,4,500,2000,60+
2023-02-27,158,CUST158,F,44,Electronics,2,300,600,41-50
2023-05-31,159,CUST159,M,26,Clothing,4,50,200,21-30
2023-08-11,160,CUST160,F,43,Clothing,2,50,100,41-50
2023-03-22,161,CUST161,M,64,Beauty,2,500,1000,60+
2023-08-21,162,CUST162,M,39,Clothing,2,30,60,31-40
2023-01-02,163,CUST163,F,64,Clothing,3,50,150,60+
2023-05-15,164,CUST164,F,47,Beauty,3,500,1500,41-50
2023-09-14,165,CUST165,F,60,Clothing,4,300,1200,51-60
2023-04-02,166,CUST166,M,34,Clothing,4,500,2000,31-40
2023-09-17,167,CUST167,F,43,Clothing,3,50,150,41-50
2023-02-24,168,CUST168,M,53,Clothing,1,300,300,51-60
2023-11-17,169,CUST169,M,18,Beauty,3,500,1500,<20
2023-06-02,170,CUST170,F,25,Clothing,2,25,50,21-30
2023-11-24,171,CUST171,F,52,Clothing,3,300,900,51-60
2023-09-17,172,CUST172,M,32,Beauty,2,25,50,31-40
2023-11-08,173,CUST173,M,64,Electronics,4,30,120,60+
2023-04-12,174,CUST174,F,39,Beauty,1,300,300,31-40
2023-03-20,175,CUST175,F,31,Electronics,4,25,100,31-40
2023-07-11,176,CUST176,F,43,Beauty,2,50,100,41-50
2023-03-24,177,CUST177,M,45,Beauty,2,50,100,41-50
2023-10-04,178,CUST178,M,40,Clothing,2,30,60,31-40
2023-09-29,179,CUST179,M,31,Electronics,1,300,300,31-40
2023-01-01,180,CUST180,M,41,Clothing,3,300,900,41-50
2023-11-03,181,CUST181,M,19,Electronics,4,300,1200,<20
2023-06-15,182,CUST182,M,62,Beauty,4,30,120,60+
2023-09-08,183,CUST183,F,43,Beauty,3,300,900,41-50
2023-01-10,184,CUST184,M,31,Electronics,4,50,200,31-40
2023-02-27,185,CUST185,M,24,Clothing,1,25,25,21-30
2023-07-05,186,CUST186,M,20,Clothing,4,50,200,<20
2023-06-07,187,CUST187,F,64,Clothing,2,50,100,60+
2023-05-03,188,CUST188,M,40,Clothing,3,25,75,31-40
2023-01-30,189,CUST189,M,63,Beauty,1,50,50,60+
2023-05-04,190,CUST190,F,60,Beauty,3,30,90,51-60
2023-10-18,191,CUST191,M,64,Beauty,1,25,25,60+
2023-02-10,192,CUST192,M,62,Beauty,2,50,100,60+
2023-02-13,193,CUST193,M,35,Beauty,3,500,1500,31-40
2023-09-06,194,CUST194,M,55,Clothing,4,50,200,51-60
2023-02-05,195,CUST195,M,52,Clothing,1,30,30,51-60
2023-09-30,196,CUST196,F,32,Clothing,3,300,900,31-40
2023-03-06,197,CUST197,F,42,Clothing,4,50,200,41-50
2023-03-07,198,CUST198,F,54,Beauty,3,300,900,51-60
2023-12-04,199,CUST199,M,45,Beauty,3,500,1500,41-50
2023-09-01,200,CUST200,M,27,Beauty,3,50,150,21-30
2023-10-09,201,CUST201,M,56,Electronics,1,25,25,51-60
2023-03-26,202,CUST202,F,34,Clothing,4,300,1200,31-40
2023-05-16,203,CUST203,M,56,Clothing,2,500,1000,51-60
2023-09-28,204,CUST204,M,39,Beauty,1,25,25,31-40
2023-11-07,205,CUST205,F,43,Clothing,1,25,25,41-50
2023-08-05,206,CUST206,M,61,Clothing,1,25,25,60+
2023-04-19,207,CUST207,F,42,Beauty,2,25,50,41-50
2023-10-04,208,CUST208,F,34,Electronics,4,50,200,31-40
2023-12-20,209,CUST209,F,30,Electronics,4,50,200,21-30
2023-04-13,210,CUST210,M,37,Electronics,4,50,200,31-40
2024-01-01,211,CUST211,M,42,Beauty,3,500,1500,41-50
2023-06-09,212,CUST212,M,21,Clothing,3,500,1500,21-30
2023-07-24,213,CUST213,M,27,Beauty,3,500,1500,21-30
2023-12-10,214,CUST214,M,20,Beauty,2,30,60,<20
2023-11-29,215,CUST215,M,58,Clothing,3,500,1500,51-60
2023-07-11,216,CUST216,M,62,Electronics,2,50,100,60+
2023-08-13,217,CUST217,F,35,Electronics,4,50,200,31-40
2023-09-22,218,CUST218,M,64,Beauty,3,30,90,60+
2023-08-20,219,CUST219,F,53,Electronics,3,30,90,51-60
2023-03-03,220,CUST220,M,64,Beauty,1,500,500,60+
2023-05-07,221,CUST221,M,39,Beauty,2,300,600,31-40
2023-04-26,222,CUST222,M,51,Clothing,4,30,120,51-60
2023-02-02,223,CUST223,F,64,Clothing,1,25,25,60+
2023-06-23,224,CUST224,F,25,Clothing,1,50,50,21-30
2023-01-11,225,CUST225,F,57,Beauty,4,25,100,51-60
2023-10-29,226,CUST226,F,61,Clothing,1,50,50,60+
2023-10-11,227,CUST227,M,36,Electronics,2,50,100,31-40
2023-04-28,228,CUST228,F,59,Electronics,2,30,60,51-60
2023-10-29,229,CUST229,M,58,Beauty,3,30,90,51-60
2023-04-23,230,CUST230,M,54,Beauty,1,25,25,51-60
2023-01-04,231,CUST231,F,23,Clothing,3,50,150,21-30
2023-02-06,232,CUST232,F,43,Beauty,1,25,25,41-50
2023-12-29,233,CUST233,F,51,Beauty,2,300,600,51-60
2023-11-20,234,CUST234,F,62,Electronics,2,25,50,60+
2023-01-31,235,CUST235,F,23,Electronics,2,500,1000,21-30
2023-04-28,236,CUST236,F,54,Clothing,1,25,25,51-60
2023-02-04,237,CUST237,F,50,Beauty,2,500,1000,41-50
2023-01-17,238,CUST238,F,39,Beauty,1,500,500,31-40
2023-06-19,239,CUST239,M,38,Electronics,3,500,1500,31-40
2023-02-06,240,CUST240,F,23,Beauty,1,300,300,21-30
2023-09-21,241,CUST241,F,23,Electronics,3,25,75,21-30
2023-05-02,242,CUST242,M,21,Clothing,1,25,25,21-30
2023-05-23,243,CUST243,F,47,Electronics,3,300,900,41-50
2023-12-09,244,CUST244,M,28,Beauty,2,50,100,21-30
2023-09-06,245,CUST245,M,47,Clothing,3,30,90,41-50
2023-04-20,246,CUST246,F,48,Electronics,2,25,50,41-50
2023-10-04,247,CUST247,M,41,Electronics,2,30,60,41-50
2023-03-09,248,CUST248,M,26,Clothing,3,300,900,21-30
2023-10-20,249,CUST249,M,20,Clothing,1,50,50,<20
2023-10-23,250,CUST250,M,48,Electronics,1,50,50,41-50
2023-08-31,251,CUST251,F,57,Beauty,4,50,200,51-60
2023-05-05,252,CUST252,M,54,Electronics,1,300,300,51-60
2023-08-31,253,CUST253,F,53,Clothing,4,500,2000,51-60
2023-07-28,254,CUST254,M,41,Electronics,1,500,500,41-50
2023-04-08,255,CUST255,M,48,Clothing,1,30,30,41-50
2023-02-18,256,CUST256,M,23,Clothing,2,500,1000,21-30
2023-02-19,257,CUST257,M,19,Beauty,4,500,2000,<20
2023-12-04,258,CUST258,F,37,Clothing,1,50,50,31-40
2023-08-09,259,CUST259,F,45,Clothing,4,50,200,41-50
2023-07-01,260,CUST260,M,28,Beauty,2,30,60,21-30
2023-08-05,261,CUST261,M,21,Clothing,2,25,50,21-30
2023-07-30,262,CUST262,F,32,Beauty,4,30,120,31-40
2023-08-28,263,CUST263,M,23,Beauty,2,30,60,21-30
2023-01-28,264,CUST264,M,47,Clothing,3,300,900,41-50
2023-12-11,265,CUST265,M,55,Clothing,3,300,900,51-60
2023-12-01,266,CUST266,F,19,Electronics,2,30,60,<20
2023-11-27,267,CUST267,F,32,Beauty,3,30,90,31-40
2023-02-20,268,CUST268,F,28,Electronics,1,30,30,21-30
2023-02-01,269,CUST269,M,25,Clothing,4,500,2000,21-30
2023-07-26,270,CUST270,M,43,Electronics,1,300,300,41-50
2023-06-23,271,CUST271,F,62,Beauty,4,30,120,60+
2023-02-25,272,CUST272,F,61,Electronics,2,50,100,60+
2023-05-08,273,CUST273,F,22,Beauty,1,50,50,21-30
2023-04-09,274,CUST274,F,23,Clothing,2,500,1000,21-30
2023-04-08,275,CUST275,M,43,Clothing,2,500,1000,41-50
2023-10-02,276,CUST276,F,21,Beauty,4,25,100,21-30
2023-08-18,277,CUST277,M,36,Clothing,4,25,100,31-40
2023-03-13,278,CUST278,F,37,Clothing,4,25,100,31-40
2023-08-05,279,CUST279,M,50,Clothing,1,500,500,41-50
2023-04-04,280,CUST280,F,37,Clothing,3,500,1500,31-40
2023-05-23,281,CUST281,F,29,Beauty,4,500,2000,21-30
2023-08-25,282,CUST282,F,64,Electronics,4,50,200,60+
2023-05-08,283,CUST283,F,18,Electronics,1,500,500,<20
2023-02-08,284,CUST284,M,43,Clothing,4,50,200,41-50
2023-08-15,285,CUST285,F,31,Electronics,1,25,25,31-40
2023-10-09,286,CUST286,M,55,Electronics,2,25,50,51-60
2023-02-20,287,CUST287,M,54,Clothing,4,25,100,51-60
2023-01-26,288,CUST288,M,28,Clothing,4,30,120,21-30
2023-11-30,289,CUST289,M,53,Electronics,2,30,60,51-60
2023-10-04,290,CUST290,F,30,Beauty,2,300,600,21-30
2023-01-08,291,CUST291,M,60,Clothing,2,300,600,51-60
2023-02-17,292,CUST292,M,20,Beauty,4,300,1200,<20
2023-05-02,293,CUST293,M,50,Electronics,3,30,90,41-50
2023-03-27,294,CUST294,F,23,Clothing,3,30,90,21-30
2023-07-28,295,CUST295,F,27,Beauty,3,300,900,21-30
2023-09-06,296,CUST296,F,22,Clothing,4,300,1200,21-30
2023-09-04,297,CUST297,F,40,Electronics,2,500,1000,31-40
2023-04-20,298,CUST298,M,27,Beauty,4,300,1200,21-30
2023-07-25,299,CUST299,M,61,Electronics,2,500,1000,60+
2023-01-31,300,CUST300,F,19,Electronics,4,50,200,<20
2023-03-26,301,CUST301,M,30,Clothing,4,30,120,21-30
2023-07-14,302,CUST302,M,57,Beauty,2,300,600,51-60
2023-01-02,303,CUST303,M,19,Electronics,3,30,90,<20
2023-07-19,304,CUST304,F,37,Electronics,2,30,60,31-40
2023-05-16,305,CUST305,F,18,Beauty,1,30,30,<20
2023-08-21,306,CUST306,M,54,Electronics,1,50,50,51-60
2023-05-27,307,CUST307,F,26,Electronics,2,25,50,21-30
2023-08-05,308,CUST308,F,34,Beauty,4,300,1200,31-40
2023-12-23,309,CUST309,F,26,Beauty,1,25,25,21-30
2023-10-12,310,CUST310,F,28,Beauty,1,25,25,21-30
2023-12-05,311,CUST311,F,32,Beauty,4,25,100,31-40
2023-09-07,312,CUST312,M,41,Clothing,4,30,120,41-50
2023-03-21,313,CUST313,F,55,Beauty,3,500,1500,51-60
2023-04-08,314,CUST314,M,52,Clothing,4,30,120,51-60
2023-06-01,315,CUST315,M,47,Clothing,2,30,60,41-50
2023-04-22,316,CUST316,F,48,Clothing,2,25,50,41-50
2023-01-30,317,CUST317,M,22,Electronics,3,30,90,21-30
2023-10-24,318,CUST318,M,61,Clothing,1,25,25,60+
2023-10-05,319,CUST319,M,31,Clothing,1,500,500,31-40
2023-02-01,320,CUST320,F,28,Electronics,4,300,1200,21-30
2023-06-10,321,CUST321,F,26,Electronics,2,25,50,21-30
2023-01-30,322,CUST322,M,51,Electronics,1,500,500,51-60
2023-01-26,323,CUST323,F,29,Beauty,3,300,900,21-30
2023-10-27,324,CUST324,F,52,Electronics,3,50,150,51-60
2023-09-02,325,CUST325,F,52,Electronics,2,25,50,51-60
2023-09-15,326,CUST326,F,18,Clothing,3,25,75,<20
2023-09-29,327,CUST327,M,57,Electronics,3,50,150,51-60
2023-03-22,328,CUST328,M,39,Beauty,2,50,100,31-40
2023-01-30,329,CUST329,F,46,Electronics,4,25,100,41-50
2023-09-18,330,CUST330,F,25,Beauty,4,50,200,21-30
2023-02-11,331,CUST331,M,28,Electronics,3,30,90,21-30
2023-04-06,332,CUST332,M,58,Electronics,4,300,1200,51-60
2023-02-05,333,CUST333,F,54,Electronics,4,300,1200,51-60
2023-11-01,334,CUST334,M,31,Electronics,3,300,900,31-40
2023-02-04,335,CUST335,F,47,Beauty,4,30,120,41-50
2023-12-12,336,CUST336,F,52,Beauty,3,50,150,51-60
2023-05-01,337,CUST337,M,38,Clothing,1,500,500,31-40
2023-07-26,338,CUST338,M,54,Beauty,2,50,100,51-60
2023-03-03,339,CUST339,F,22,Electronics,2,25,50,21-30
2023-10-19,340,CUST340,F,36,Clothing,4,300,1200,31-40
2023-05-07,341,CUST341,M,31,Clothing,4,50,200,31-40
2023-10-24,342,CUST342,F,43,Clothing,4,500,2000,41-50
2023-11-01,343,CUST343,M,21,Electronics,2,25,50,21-30
2023-01-21,344,CUST344,F,42,Beauty,1,30,30,41-50
2023-11-14,345,CUST345,M,62,Electronics,1,30,30,60+
2023-02-11,346,CUST346,M,59,Clothing,2,500,1000,51-60
2023-08-03,347,CUST347,M,42,Electronics,1,25,25,41-50
2023-12-03,348,CUST348,F,35,Electronics,2,300,600,31-40
2023-10-26,349,CUST349,F,57,Beauty,1,50,50,51-60
2023-10-17,350,CUST350,M,25,Beauty,3,25,75,21-30
2023-09-25,351,CUST351,F,56,Clothing,3,30,90,51-60
2023-06-11,352,CUST352,M,57,Electronics,2,500,1000,51-60
2023-05-14,353,CUST353,M,31,Electronics,1,500,500,31-40
2023-04-15,354,CUST354,F,49,Beauty,4,50,200,41-50
2023-12-09,355,CUST355,F,55,Electronics,1,500,500,51-60
2023-06-10,356,CUST356,M,50,Electronics,3,500,1500,41-50
2023-05-03,357,CUST357,F,40,Electronics,3,25,75,31-40
2023-05-16,358,CUST358,F,32,Beauty,1,300,300,31-40
2023-07-22,359,CUST359,M,50,Clothing,1,50,50,41-50
2023-03-09,360,CUST360,M,42,Clothing,4,25,100,41-50
2023-12-10,361,CUST361,F,34,Electronics,4,300,1200,31-40
2023-11-27,362,CUST362,M,50,Clothing,1,25,25,41-50
2023-06-03,363,CUST363,M,64,Beauty,1,25,25,60+
2023-08-23,364,CUST364,F,19,Beauty,1,500,500,<20
2023-06-11,365,CUST365,M,31,Clothing,1,300,300,31-40
2023-02-07,366,CUST366,M,57,Clothing,2,50,100,51-60
2023-01-05,367,CUST367,F,57,Electronics,1,50,50,51-60
2023-08-23,368,CUST368,F,56,Clothing,4,300,1200,51-60
2023-11-15,369,CUST369,M,23,Electronics,3,500,1500,21-30
2023-10-16,370,CUST370,M,23,Electronics,2,30,60,21-30
2023-02-21,371,CUST371,F,20,Beauty,1,25,25,<20
2023-02-07,372,CUST372,F,24,Beauty,3,500,1500,21-30
2023-10-03,373,CUST373,F,25,Beauty,2,300,600,21-30
2023-04-20,374,CUST374,F,59,Beauty,3,25,75,51-60
2023-09-17,375,CUST375,M,32,Clothing,1,50,50,31-40
2023-05-16,376,CUST376,F,64,Beauty,1,30,30,60+
2023-03-09,377,CUST377,F,46,Clothing,4,50,200,41-50
2023-06-28,378,CUST378,M,50,Beauty,1,300,300,41-50
2023-02-05,379,CUST379,F,47,Clothing,1,25,25,41-50
2023-05-06,380,CUST380,M,56,Electronics,2,300,600,51-60
2023-07-09,381,CUST381,F,44,Clothing,4,25,100,41-50
2023-05-26,382,CUST382,F,53,Clothing,2,500,1000,51-60
2023-03-22,383,CUST383,F,46,Beauty,3,30,90,41-50
2023-08-13,384,CUST384,M,55,Clothing,1,500,500,51-60
2023-10-06,385,CUST385,M,50,Electronics,3,500,1500,41-50
2023-12-27,386,CUST386,F,54,Electronics,2,300,600,51-60
2023-06-04,387,CUST387,M,44,Beauty,1,30,30,41-50
2023-11-10,388,CUST388,M,50,Electronics,1,25,25,41-50
2023-12-01,389,CUST389,M,21,Clothing,2,25,50,21-30
2023-09-28,390,CUST390,M,39,Electronics,2,50,100,31-40
2023-01-05,391,CUST391,M,19,Beauty,2,25,50,<20
2023-12-08,392,CUST392,M,27,Clothing,2,300,600,21-30
2023-10-11,393,CUST393,F,22,Beauty,2,500,1000,21-30
2023-06-03,394,CUST394,F,27,Clothing,1,500,500,21-30
2023-12-06,395,CUST395,M,50,Electronics,2,500,1000,41-50
2023-02-23,396,CUST396,F,55,Beauty,1,30,30,51-60
2023-03-10,397,CUST397,F,30,Beauty,1,25,25,21-30
2023-05-16,398,CUST398,F,48,Clothing,2,300,600,41-50
2023-03-01,399,CUST399,F,64,Beauty,2,30,60,60+
2023-02-24,400,CUST400,M,53,Clothing,4,50,200,51-60
2023-10-11,401,CUST401,F,62,Clothing,1,300,300,60+
2023-03-21,402,CUST402,F,41,Clothing,2,300,600,41-50
2023-05-20,403,CUST403,M,32,Clothing,2,300,600,31-40
2023-05-25,404,CUST404,M,46,Electronics,2,500,1000,41-50
2023-11-06,405,CUST405,F,25,Clothing,4,300,1200,21-30
2023-04-18,406,CUST406,F,22,Beauty,4,25,100,21-30
2023-06-25,407,CUST407,F,46,Electronics,3,300,900,41-50
2023-04-15,408,CUST408,F,64,Beauty,1,500,500,60+
2023-12-18,409,CUST409,F,21,Electronics,3,300,900,21-30
2023-11-21,410,CUST410,F,29,Clothing,2,50,100,21-30
2023-05-16,411,CUST411,M,62,Electronics,4,50,200,60+
2023-09-16,412,CUST412,F,19,Electronics,4,500,2000,<20
2023-09-08,413,CUST413,F,44,Beauty,3,25,75,41-50
2023-05-09,414,CUST414,M,48,Beauty,4,25,100,41-50
2023-01-27,415,CUST415,M,53,Clothing,2,30,60,51-60
2023-02-17,416,CUST416,M,53,Electronics,4,500,2000,51-60
2023-11-21,417,CUST417,M,43,Electronics,3,300,900,41-50
2023-08-05,418,CUST418,F,60,Electronics,2,500,1000,51-60
2023-05-22,419,CUST419,F,44,Clothing,3,30,90,41-50
2023-01-23,420,CUST420,F,22,Clothing,4,500,2000,21-30
